name,rating,genre,score,director,writer,star,company,year,country
Cool as Ice,PG,Comedy,2.9,David Kellogg,David Stenn,Vanilla Ice,Alive Films,1991,United States
Wild Orchid II: Two Shades of Blue,R,Drama,4.0,Zalman King,Zalman King,Nina Siemaszko,Vision PDG,1992,United States
Switch,R,Comedy,5.8,Blake Edwards,Blake Edwards,Ellen Barkin,Beco Films,1991,United States
White Fang,PG,Adventure,6.7,Randal Kleiser,Jack London,Ethan Hawke,Walt Disney Pictures,1991,United States
Until the End of the World,R,Action,6.8,Wim Wenders,Peter Carey,William Hurt,Argos Films,1991,United States
Only the Lonely,PG-13,Comedy,6.4,Chris Columbus,Chris Columbus,John Candy,Twentieth Century Fox,1991,United States
Dutch,PG-13,Comedy,6.5,Peter Faiman,John Hughes,Ed O'Neill,Twentieth Century Fox,1991,United States
Shattered,R,Crime,6.5,Wolfgang Petersen,Richard Neely,Tom Berenger,Capella International,1991,United States
Raise the Red Lantern,PG,Drama,8.1,Yimou Zhang,Tong Su,Gong Li,ERA International,1991,Italy
Suburban Commando,PG,Action,4.5,Burt Kennedy,Frank A. Cappello,Hulk Hogan,New Line Cinema,1991,United States
Popcorn,R,Comedy,5.8,Mark Herrier,Mitchell Smith,Jill Schoelen,Movie Partners,1991,United States
Mobsters,R,Crime,6.0,Michael Karbelnikoff,Michael Mahern,Christian Slater,Universal Pictures,1991,United States
Operation Condor,PG-13,Action,7.3,Jackie Chan,Jackie Chan,Jackie Chan,Golden Harvest Company,1997,United States
If Looks Could Kill,PG-13,Action,5.8,William Dear,Fred Dekker,Richard Grieco,Warner Bros.,1991,United States
The Butcher's Wife,PG-13,Comedy,5.4,Terry Hughes,Ezra Litwak,Demi Moore,Paramount Pictures,1991,United States
Dying Young,R,Drama,6.1,Joel Schumacher,Marti Leimbach,Julia Roberts,Fogwood Films,1991,United States
Dogfight,R,Comedy,7.4,Nancy Savoca,Bob Comfort,River Phoenix,Warner Bros.,1991,United States
Whore,NC-17,Drama,5.6,Ken Russell,David Hines,Theresa Russell,Cheap Date,1991,United States
Hear My Song,R,Comedy,7.0,Peter Chelsom,Peter Chelsom,Ned Beatty,British Screen Productions,1992,United States
Other People's Money,R,Comedy,6.2,Norman Jewison,Jerry Sterner,Danny DeVito,Warner Bros.,1991,United States
Delirious,PG,Comedy,5.9,Tom Mankiewicz,Lawrence J. Cohen,John Candy,Metro-Goldwyn-Mayer (MGM),1991,United States
Flirting,R,Drama,7.2,John Duigan,John Duigan,Noah Taylor,Kennedy Miller Productions,1992,United States
The Pit and the Pendulum,R,Horror,6.0,Stuart Gordon,Edgar Allan Poe,Lance Henriksen,Empire Pictures,1991,United States
High Heels,R,Comedy,7.1,Pedro Almodóvar,Pedro Almodóvar,Victoria Abril,Canal+,1991,United States
Little Man Tate,PG,Drama,6.6,Jodie Foster,Scott Frank,Jodie Foster,Orion Pictures,1991,United States
Shadows and Fog,PG-13,Comedy,6.7,Woody Allen,Woody Allen,Woody Allen,Jack Rollins & Charles H. Joffe Productions,1992,United States
Shakes the Clown,R,Comedy,5.6,Bobcat Goldthwait,Bobcat Goldthwait,Bobcat Goldthwait,IRS Media,1992,United States
Black Robe,R,Adventure,7.1,Bruce Beresford,Brian Moore,Lothaire Bluteau,Alliance Communications Corporation,1991,United States
Billy Bathgate,R,Crime,5.9,Robert Benton,E.L. Doctorow,Dustin Hoffman,Touchstone Pictures,1991,United States
Europa,R,Drama,7.6,Lars von Trier,Lars von Trier,Barbara Sukowa,Alicéléo,1991,Germany
The Doctor,PG-13,Drama,7.0,Randa Haines,Ed Rosenbaum,William Hurt,Touchstone Pictures,1991,United States
Kafka,PG-13,Drama,6.9,Steven Soderbergh,Lem Dobbs,Jeremy Irons,Baltimore Pictures,1991,United States
Johnny Suede,R,Comedy,5.8,Tom DiCillo,Tom DiCillo,Brad Pitt,Arena,1992,France
Mystery Date,PG-13,Comedy,6.0,Jonathan Wacks,Parker Bennett,Ethan Hawke,Orion Pictures,1991,United States
Ernest Scared Stupid,PG,Comedy,5.8,John R. Cherry III,John R. Cherry III,Jim Varney,Touchstone Pictures,1991,United States
The Five Heartbeats,R,Drama,7.6,Robert Townsend,Robert Townsend,Robert Townsend,Twentieth Century Fox,1991,United States
Mississippi Masala,R,Drama,6.7,Mira Nair,Sooni Taraporevala,Denzel Washington,Black River Productions,1992,United States
The Marrying Man,R,Comedy,5.8,Jerry Rees,Neil Simon,Kim Basinger,Hollywood Pictures,1991,United States
"He Said, She Said",PG-13,Comedy,5.6,Ken Kwapis,Brian Hohlfeld,Kevin Bacon,Paramount Pictures,1991,United States
King Ralph,PG,Comedy,5.3,David S. Ward,Emlyn Williams,John Goodman,Universal Pictures,1991,United States
Enchanted April,PG,Drama,7.4,Mike Newell,Elizabeth von Arnim,Alfred Molina,BBC Films,1992,Sweden
Mediterraneo,R,Comedy,7.5,Gabriele Salvatores,Enzo Monteleone,Diego Abatantuono,A.M.A. Film,1991,Italy
House Party 2,R,Comedy,5.3,George Jackson,Reginald Hudlin,Christopher Reid,"Jackson/McHenry Company,The",1991,United States
Deceived,PG-13,Crime,6.2,Damian Harris,Mary Agnes Donoghue,Goldie Hawn,Touchstone Pictures,1991,United States
The Perfect Weapon,R,Action,6.0,Mark DiSalle,David C. Wilson,Jeff Speakman,Paramount Pictures,1991,United States
Class Action,R,Drama,6.4,Michael Apted,Carolyn Shelby,Gene Hackman,Interscope Communications,1991,United States
Under Suspicion,R,Crime,6.5,Simon Moore,Simon Moore,Liam Neeson,Carnival Film & Television,1992,United States
Edward II,R,Drama,6.8,Derek Jarman,Christopher Marlowe,Steven Waddington,British Screen Productions,1991,United Kingdom
The Princess and the Goblin,G,Animation,6.8,József Gémes,Robin Lyons,Claire Bloom,Siriol Productions,1994,United States
Rambling Rose,R,Drama,6.6,Martha Coolidge,Calder Willingham,Laura Dern,Carolco Pictures,1991,United States
Big Girls Don't Cry... They Get Even,PG,Comedy,6.5,Joan Micklin Silver,Frank Mugavero,Griffin Dunne,New Line Cinema,1992,United States
K2,R,Adventure,6.2,Franc Roddam,Patrick Meyers,Michael Biehn,Paramount Pictures,1992,United States
Prospero's Books,R,Drama,6.9,Peter Greenaway,William Shakespeare,John Gielgud,Allarts,1991,United Kingdom
Pure Luck,PG,Comedy,5.8,Nadia Tass,Francis Veber,Martin Short,Hivemind,1991,United States
F/X2,PG-13,Action,5.9,Richard Franklin,Robert T. Megginson,Bryan Brown,Orion Pictures,1991,United States
The Adjuster,R,Comedy,6.7,Atom Egoyan,Atom Egoyan,Elias Koteas,Alliance Entertainment,1992,United States
Mortal Thoughts,R,Mystery,5.7,Alan Rudolph,William Reilly,Demi Moore,Columbia Pictures,1991,United States
Another You,R,Comedy,5.4,Maurice Phillips,Ziggy Steinberg,Richard Pryor,TriStar Pictures,1991,United States
For the Boys,R,Comedy,6.4,Mark Rydell,Neal Jimenez,Bette Midler,All Girl Productions,1991,United States
Beastmaster 2: Through the Portal of Time,PG-13,Action,4.1,Sylvio Tabet,Andre Norton,Marc Singer,Les Films 21,1991,United States
McBain,R,Action,4.8,James Glickenhaus,James Glickenhaus,Christopher Walken,Marble Hall,1991,United States
Eve of Destruction,R,Action,4.9,Duncan Gibbins,Duncan Gibbins,Gregory Hines,Nelson Entertainment,1991,United States
A Rage in Harlem,R,Comedy,5.9,Bill Duke,Chester Himes,Forest Whitaker,Palace Pictures,1991,United States
Rhapsody in August,PG,Drama,7.2,Akira Kurosawa,Kiyoko Murata,Sachiko Murase,Feature Film Enterprise II,1991,United States
Kickboxer 2: the Road Back,R,Action,4.5,Albert Pyun,Mark DiSalle,Sasha Mitchell,Kings Road Entertainment,1991,United States
V.I. Warshawski,R,Action,5.0,Jeff Kanew,Sara Paretsky,Kathleen Turner,Hollywood Pictures,1991,United States
The Super,R,Comedy,5.6,Rod Daniel,Sam Simon,Joe Pesci,Largo Entertainment,1991,United States
Proof,R,Drama,7.2,Jocelyn Moorhouse,Jocelyn Moorhouse,Hugo Weaving,House & Moorhouse Films,1992,United States
At Play in the Fields of the Lord,R,Drama,6.8,Hector Babenco,Peter Matthiessen,Tom Berenger,The Saul Zaentz Company,1991,United States
True Colors,R,Drama,6.3,Herbert Ross,Kevin Wade,John Cusack,Paramount Pictures,1991,United States
Impromptu,PG-13,Biography,6.9,James Lapine,Sarah Kernochan,Judy Davis,C.L.G. Films,1991,United States
A Kiss Before Dying,R,Crime,5.7,James Dearden,Ira Levin,Matt Dillon,Universal Pictures,1991,United States
Guilty by Suspicion,PG-13,Drama,6.5,Irwin Winkler,Irwin Winkler,Robert De Niro,Warner Bros.,1991,United States
Scissors,R,Horror,5.2,Frank De Felitta,Joyce Selznick,Sharon Stone,DDM Film Corporation,1991,United States
Where Angels Fear to Tread,PG,Drama,6.4,Charles Sturridge,E.M. Forster,Helena Bonham Carter,Sovereign Pictures,1992,United States
The Hitman,R,Action,5.4,Aaron Norris,Robert Geoffrion,Chuck Norris,Cannon Pictures,1991,United States
Bingo,PG,Adventure,4.9,Matthew Robbins,Jim Strain,Cindy Williams,TriStar Pictures,1991,United States
Queens Logic,R,Comedy,5.9,Steve Rash,Tony Spiridakis,Kevin Bacon,Carolco Pictures,1991,United States
Body Parts,R,Horror,5.6,Eric Red,Pierre Boileau,Jeff Fahey,Paramount Pictures,1991,United States
One Good Cop,R,Action,5.9,Heywood Gould,Heywood Gould,Michael Keaton,Hollywood Pictures,1991,United States
Year of the Gun,R,Action,5.6,John Frankenheimer,Michael Mewshaw,Andrew McCarthy,Initial Films,1991,United States
Strictly Business,PG-13,Comedy,5.5,Kevin Hooks,Pam Gibson,Tommy Davidson,Island World,1991,United States
The Efficiency Expert,PG,Comedy,6.2,Mark Joffe,Max Dann,Anthony Hopkins,Australian Film Finance Corporation (AFFC),1992,United States
All I Want for Christmas,G,Comedy,6.0,Robert Lieberman,Thom Eberhardt,Harley Jane Kozak,Paramount Pictures,1991,United States
29th Street,R,Comedy,7.3,George Gallo,Frank Pesce,Anthony LaPaglia,JVC Entertainment Networks,1991,United States
Shout,PG-13,Drama,5.3,Jeffrey Hornaday,Joe Gayton,John Travolta,Robert Simonds Productions,1991,United States
Daughters of the Dust,PG,Drama,6.6,Julie Dash,Julie Dash,Cora Lee Day,Geechee Girls,1991,United States
Once Around,R,Comedy,6.5,Lasse Hallström,Malia Scotch Marmo,Richard Dreyfuss,Cinecom Entertainment Group,1991,United States
The Taking of Beverly Hills,R,Action,5.1,Sidney J. Furie,Sidney J. Furie,Ken Wahl,Nelson Entertainment,1991,United States
Run,R,Action,6.2,Geoff Burrowes,Dennis Shryack,Patrick Dempsey,Hollywood Pictures,1991,United States
Paradise,PG-13,Drama,6.7,Mary Agnes Donoghue,Mary Agnes Donoghue,Melanie Griffith,Grand Highway Productions,1991,United States
Madame Bovary,PG-13,Drama,6.6,Claude Chabrol,Gustave Flaubert,Isabelle Huppert,MK2 Productions,1991,United States
Company Business,PG-13,Action,5.6,Nicholas Meyer,Nicholas Meyer,Gene Hackman,Pathé Entertainment,1991,United States
Talent for the Game,PG,Drama,6.0,Robert M. Young,David Himmelstein,Edward James Olmos,Paramount Pictures,1991,United Kingdom
City of Hope,R,Crime,7.3,John Sayles,John Sayles,Vincent Spano,Esperanza Films Inc.,1991,United Kingdom
Riff-Raff,R,Comedy,7.1,Ken Loach,Bill Jesse,Robert Carlyle,Parallax Pictures,1993,United States
The Object of Beauty,R,Comedy,5.7,Michael Lindsay-Hogg,Michael Lindsay-Hogg,John Malkovich,Avenue Pictures,1991,United States
Liebestraum,R,Mystery,5.9,Mike Figgis,Mike Figgis,Kevin Anderson,Initial Entertainment Group (IEG),1991,United States
Voyager,PG-13,Drama,6.7,Volker Schlöndorff,Max Frisch,Sam Shepard,Bioskop Film,1992,United States
Closet Land,R,Drama,7.1,Radha Bharadwaj,Radha Bharadwaj,Madeleine Stowe,Imagine Entertainment,1991,United States
Timebomb,R,Action,5.4,Avi Nesher,Avi Nesher,Michael Biehn,Raffaella Productions,1991,South Korea
Crooked Hearts,R,Drama,6.0,Michael Bortman,Robert Boswell,Peter Berg,A&M Films,1991,United States
The Unborn,R,Drama,4.6,Rodman Flender,John Brancato,Brooke Adams,Califilm,1991,United States
Van Gogh,R,Biography,7.2,Maurice Pialat,Maurice Pialat,Jacques Dutronc,Erato Films,1992,United States
Late for Dinner,PG,Drama,6.4,W.D. Richter,Mark Andrus,Peter Berg,Castle Rock Entertainment,1991,United States
Lovers: A True Story,R,Action,7.0,Vicente Aranda,Álvaro del Amo,Victoria Abril,Pedro Costa Producciones Cinematográficas,1991,Spain
Johnny Stecchino,R,Comedy,7.2,Roberto Benigni,Roberto Benigni,Roberto Benigni,Cecchi Gori Group Tiger Cinematografica,1991,Italy
Stepping Out,PG,Comedy,6.4,Lewis Gilbert,Richard Harris,Liza Minnelli,Paramount Pictures,1991,United States
The Inner Circle,PG-13,Biography,7.1,Andrey Konchalovskiy,Andrey Konchalovskiy,Tom Hulce,Numero Uno International,1991,United States
Defenseless,R,Mystery,5.6,Martin Campbell,James Cresson,Barbara Hershey,New Visions Pictures,1991,United States
Reservoir Dogs,R,Crime,8.3,Quentin Tarantino,Quentin Tarantino,Harvey Keitel,Live Entertainment,1992,France
Basic Instinct,R,Drama,7.0,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Carolco Pictures,1992,United States
Candyman,R,Horror,6.6,Bernard Rose,Clive Barker,Virginia Madsen,Candyman Films,1992,United States
My Cousin Vinny,R,Comedy,7.6,Jonathan Lynn,Dale Launer,Joe Pesci,Twentieth Century Fox,1992,United States
The Last of the Mohicans,R,Action,7.7,Michael Mann,James Fenimore Cooper,Daniel Day-Lewis,Morgan Creek Entertainment,1992,United States
Dracula,R,Horror,7.4,Francis Ford Coppola,Bram Stoker,Gary Oldman,American Zoetrope,1992,United States
Unforgiven,R,Drama,8.2,Clint Eastwood,David Webb Peoples,Clint Eastwood,Warner Bros.,1992,United States
A Few Good Men,R,Drama,7.7,Rob Reiner,Aaron Sorkin,Tom Cruise,Columbia Pictures,1992,United States
A League of Their Own,PG,Comedy,7.3,Penny Marshall,Kim Wilson,Tom Hanks,Columbia Pictures,1992,United States
The Bodyguard,R,Action,6.3,Mick Jackson,Lawrence Kasdan,Kevin Costner,Kasdan Pictures,1992,United States
Scent of a Woman,R,Drama,8.0,Martin Brest,Giovanni Arpino,Al Pacino,Universal Pictures,1993,United States
Batman Returns,PG-13,Action,7.0,Tim Burton,Bob Kane,Michael Keaton,Warner Bros.,1992,United States
The Mighty Ducks,PG,Comedy,6.6,Stephen Herek,Steven Brill,Emilio Estevez,Avnet/Kerner Productions,1992,United States
Aladdin,G,Animation,8.0,Ron Clements,Ron Clements,Scott Weinger,Walt Disney Pictures,1992,United States
Sister Act,PG,Comedy,6.4,Emile Ardolino,Paul Rudnick,Whoopi Goldberg,Touchstone Pictures,1992,United States
Alien 3,R,Action,6.5,David Fincher,Dan O'Bannon,Sigourney Weaver,Twentieth Century Fox,1992,United States
Death Becomes Her,PG-13,Comedy,6.6,Robert Zemeckis,Martin Donovan,Meryl Streep,Universal Pictures,1992,United States
Far and Away,PG-13,Adventure,6.6,Ron Howard,Bob Dolman,Tom Cruise,Imagine Films Entertainment,1992,United States
The Crying Game,R,Crime,7.3,Neil Jordan,Neil Jordan,Stephen Rea,Palace Pictures,1993,United States
Howards End,PG,Drama,7.4,James Ivory,E.M. Forster,Anthony Hopkins,Merchant Ivory Productions,1993,United States
Under Siege,R,Action,6.5,Andrew Davis,J.F. Lawton,Steven Seagal,Warner Bros.,1992,United States
Deep Cover,R,Action,6.9,Bill Duke,Michael Tolkin,Laurence Fishburne,Image Organization,1992,United States
Single White Female,R,Drama,6.4,Barbet Schroeder,John Lutz,Bridget Fonda,Columbia Pictures,1992,United States
Cool World,PG-13,Animation,4.9,Ralph Bakshi,Michael Grais,Gabriel Byrne,Bakshi Animation,1992,United States
Glengarry Glen Ross,R,Crime,7.7,James Foley,David Mamet,Al Pacino,New Line Cinema,1992,United States
Wayne's World,PG-13,Comedy,7.0,Penelope Spheeris,Mike Myers,Mike Myers,Paramount Pictures,1992,United States
Army of Darkness,R,Comedy,7.5,Sam Raimi,Sam Raimi,Bruce Campbell,Dino De Laurentiis Company,1993,United States
A River Runs Through It,PG,Drama,7.2,Robert Redford,Norman Maclean,Craig Sheffer,Allied Filmmakers,1992,United States
Twin Peaks: Fire Walk with Me,R,Drama,7.3,David Lynch,David Lynch,Sheryl Lee,New Line Cinema,1992,United States
Of Mice and Men,PG-13,Drama,7.5,Gary Sinise,John Steinbeck,John Malkovich,Metro-Goldwyn-Mayer (MGM),1992,United States
Beethoven,PG,Comedy,5.7,Brian Levant,John Hughes,Charles Grodin,Universal Pictures,1992,United States
Universal Soldier,R,Action,6.0,Roland Emmerich,Richard Rothstein,Jean-Claude Van Damme,StudioCanal,1992,United States
Buffy the Vampire Slayer,PG-13,Action,5.7,Fran Rubel Kuzui,Joss Whedon,Kristy Swanson,Twentieth Century Fox,1992,United States
Sleepwalkers,R,Fantasy,5.3,Mick Garris,Stephen King,Brian Krause,Columbia Pictures,1992,United States
Chaplin,PG-13,Biography,7.5,Richard Attenborough,David Robinson,Robert Downey Jr.,Carolco Pictures,1993,United States
The Lover,R,Biography,6.9,Jean-Jacques Annaud,Marguerite Duras,Jane March,Films A2,1992,United States
Home Alone 2: Lost in New York,PG,Adventure,6.8,Chris Columbus,John Hughes,Macaulay Culkin,Twentieth Century Fox,1992,United States
The Hand That Rocks the Cradle,R,Drama,6.6,Curtis Hanson,Amanda Silver,Annabella Sciorra,Hollywood Pictures,1992,United States
Newsies,PG,Drama,6.9,Kenny Ortega,Bob Tzudiker,Christian Bale,Touchwood Pacific Partners 1,1992,United States
Malcolm X,PG-13,Biography,7.7,Spike Lee,Alex Haley,Denzel Washington,Largo International N.V.,1992,United States
Patriot Games,R,Action,6.9,Phillip Noyce,Tom Clancy,Harrison Ford,Mace Neufeld Productions,1992,United States
Dead Alive,R,Comedy,7.5,Peter Jackson,Stephen Sinclair,Timothy Balme,WingNut Films,1993,United States
Poison Ivy,R,Drama,5.4,Katt Shea,Melissa Goddard,Drew Barrymore,New Line Cinema,1992,United States
Sneakers,PG-13,Comedy,7.1,Phil Alden Robinson,Phil Alden Robinson,Robert Redford,Parkes/Lasker productions,1992,United States
The Lawnmower Man,R,Horror,5.4,Brett Leonard,Stephen King,Jeff Fahey,Allied Vision,1992,United States
The Player,R,Comedy,7.5,Robert Altman,Michael Tolkin,Tim Robbins,Avenue Pictures,1992,United States
Encino Man,PG,Comedy,5.8,Les Mayfield,George Zaloom,Sean Astin,Encino Man Productions,1992,United States
White Men Can't Jump,R,Comedy,6.8,Ron Shelton,Ron Shelton,Wesley Snipes,Twentieth Century Fox,1992,United States
Lethal Weapon 3,R,Action,6.7,Richard Donner,Jeffrey Boam,Mel Gibson,Warner Bros.,1992,United States
American Me,R,Biography,7.2,Edward James Olmos,Floyd Mutrux,Edward James Olmos,Hivemind,1992,United States
El Mariachi,R,Action,6.9,Robert Rodriguez,Robert Rodriguez,Carlos Gallardo,Columbia Pictures,1993,United States
Bitter Moon,R,Drama,7.2,Roman Polanski,Pascal Bruckner,Hugh Grant,Canal+,1994,United States
Pet Sematary II,R,Fantasy,4.9,Mary Lambert,Richard Outten,Edward Furlong,Paramount Pictures,1992,United States
Bad Lieutenant,NC-17,Crime,7.1,Abel Ferrara,Zoë Lund,Harvey Keitel,Bad Lt. Productions,1992,Argentina
Singles,PG-13,Comedy,6.7,Cameron Crowe,Cameron Crowe,Bridget Fonda,Warner Bros.,1992,United States
FernGully: The Last Rainforest,G,Animation,6.5,Bill Kroyer,Jim Cox,Samantha Mathis,FAI Films,1992,United States
HouseSitter,PG,Comedy,6.1,Frank Oz,Mark Stein,Steve Martin,Imagine Entertainment,1992,United States
School Ties,PG-13,Drama,6.9,Robert Mandel,Dick Wolf,Brendan Fraser,Paramount Pictures,1992,United States
Hoffa,R,Biography,6.6,Danny DeVito,David Mamet,Jack Nicholson,Twentieth Century Fox,1992,United States
Juice,R,Action,7.1,Ernest R. Dickerson,Ernest R. Dickerson,Omar Epps,Island World,1992,United States
Damage,R,Drama,6.8,Louis Malle,David Hare,Jeremy Irons,Nouvelles Éditions de Films (NEF),1993,United States
Forever Young,PG,Drama,6.3,Steve Miner,J.J. Abrams,Mel Gibson,Warner Bros.,1992,United States
Man Bites Dog,NC-17,Comedy,7.5,Rémy Belvaux,Rémy Belvaux,Benoît Poelvoorde,Les Artistes Anonymes,1993,United States
3 Ninjas,PG,Action,5.3,Jon Turteltaub,Kenny Kim,Victor Wong,Touchstone Pictures,1992,United States
Hellraiser III: Hell on Earth,R,Horror,5.5,Anthony Hickox,Peter Atkins,Terry Farrell,Fifth Avenue Entertainment,1992,United States
Body of Evidence,R,Drama,4.5,Uli Edel,Brad Mirman,Madonna,Constantin Film,1993,United States
"Honey, I Blew Up the Kid",PG,Adventure,4.9,Randal Kleiser,Stuart Gordon,Rick Moranis,Touchwood Pacific Partners 1,1992,United States
